outlet_name,address,postal_code,detail_url
Jurong East Betting Centre - Lottery Lobby (Public),Jurong East Betting Centre - Lottery Lobby (Public)Blk 352 Jurong East St 31 #01-129 Singapore 600352,600352,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTIxMjQwMA%3d%3d
Hao Mart Westgate,Hao Mart Westgate3 Gateway Drive #B2-01 Westgate Singapore 608532,608532,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTYwMDg%3d
Hao Mart Punggol Walk,Hao Mart Punggol WalkBlk 308C Punggol Walk #01-352 Singapore 823308,823308,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTgyMDg%3d
Giant Tanjong Katong,Giant Tanjong Katong845 Geylang Road #01-08 Tanjong Katong Complex Singapore 400845,400845,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTQwMDc%3d
Giant Plantation Plaza,Giant Plantation Plaza127 Plantation Crescent #B1-06 Plantation Plaza Singapore 690127,690127,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTY5MDE%3d
Geylang International FC,"Geylang International FC1 Bedok North Street 2, Bedok Stadium Gate 3, Singapore 469642",469642,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTQ2MTE%3d
Fortune Supermarket Sembawang Drive,Fortune Supermarket Sembawang DriveBlock 463 Sembawang Drive #01-02 Singapore 750463,750463,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTc1MDY%3d
Food Republic i12 Katong,Food Republic i12 Katong112 East Coast Rd i12 Katong #04-01 Singapore 428802,428802,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTQyMDM%3d
Cold Storage Aperia Mall,Cold Storage Aperia Mall12 Kallang Avenue #01-49 Aperia Mall Singapore 339511,339511,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTMzMDQ%3d
Choice Decor Co-Operative Society Ltd,Choice Decor Co-Operative Society LtdBlk 22 Sin Ming Rd #01-232 Singapore 570022,570022,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTU3MDY%3d
China Square Betting Centre - Level 2,"China Square Betting Centre - Level 251 Telok Ayer St, #02-00 Singapore  048441",048441,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTIxMjIwMQ%3d%3d
Cheers Woodlands Centre,Cheers Woodlands CentreBlk 5A Woodlands Centre Rd #02-182A Singapore 731005,731005,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTczMDM%3d
Cheers Northshore Plaza II,Cheers Northshore Plaza II418 Northshore Drive #02-05/06 Northshore Plaza II Singapore 820418,820418,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTgyMDk%3d
Cheers Maude Rd,Cheers Maude Rd87 Maude Rd #01-01 Singapore 208358,208358,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTIwMTg%3d
Bukit Merah Betting Centre,Bukit Merah Betting CentreBlock 169 Jalan Bukit Merah #02-20/#03-20 Connection ONE Tower Singapore 150169,150169,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTIxMjAwMg%3d%3d
Bedok Betting Centre - Lottery Lobby (Public),Bedok Betting Centre - Lottery Lobby (Public)Block 215 Bedok North Street 1 #02-87 Singapore 460215,460215,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTIxMTYwMA%3d%3d
ACE Signature Geylang Road,ACE Signature Geylang Road450 Geylang Road Singapore 389409,389409,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTM4MDg%3d
7-Eleven Store Tai Thong Crescent,7-Eleven Store Tai Thong Crescent27 Tai Thong Crescent Singapore 347857,347857,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTM0MDM%3d
7-Eleven Store Esplanade MRT Station,7-Eleven Store Esplanade MRT Station90 Bras Basah Road #B1-20/21/22 Esplanade MRT Singapore 189562,189562,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTE4MTQ%3d
7-Eleven Store Bedok Road,7-Eleven Store Bedok Road351 Bedok Road Singapore 469539,469539,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTQ2MTU%3d
7-Eleven Kim Tian,7-Eleven Kim Tian8 Kim Tian Rd Singapore 169247,169247,https://www.singaporepools.com.sg/outlets/Pages/lo_details.aspx?sppl=b2lkPTE2MTg%3d
